Title,Variant SKU,Image Src,Status
13-inch MacBook Neo A18 Pro Chip | 6-core CPU 5-core GPU | 8GB | 256GB - Indigo,MHFF4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_13-in_A18_Pro_Indigo_PDP_Image_Position_1__en-WW.jpg?v=1772717669,active
13-inch MacBook Neo A18 Pro Chip | 6-core CPU 5-core GPU | 8GB | Touch ID | 512GB - Citrus,MHFE4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_13-in_Touch_ID_A18_Pro_Citrus_PDP_Image_Position_1__en-WW.jpg?v=1772717755,active
13-inch MacBook Neo A18 Pro Chip | 6-core CPU 5-core GPU | 8GB | 256GB - Citrus,MHFD4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_13-in_A18_Pro_Citrus_PDP_Image_Position_1__en-WW.jpg?v=1772717654,active
13-inch MacBook Neo A18 Pro Chip | 6-core CPU 5-core GPU | 8GB | Touch ID | 512GB - Silver,MHFC4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_13-in_Touch_ID_A18_Pro_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772717768,active
13-inch MacBook Neo A18 Pro Chip | 6-core CPU 5-core GPU | 8GB | 256GB - Silver,MHFA4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_13-in_A18_Pro_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772717687,active
Studio Display | Standard glass | Tilt-adjustable stand,MFEX4SO/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/Studio_Display_PDP_Image_Position_1__en-WW.jpg?v=1772782964,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 512GB Space Grey,MH7H4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Space_Gray_PDP_Image_Position_1__en-WW.jpg?v=1772627686,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 256GB Space Grey,MH7D4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Space_Gray_PDP_Image_Position_1__en-WW.jpg?v=1772627686,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 128GB Space Grey,MH784QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Space_Gray_PDP_Image_Position_1__en-WW.jpg?v=1772627686,active
16-inch MacBook Pro M5 Max Chip | 18-core CPU 40-core GPU | 48GB | 2TB  - Space Black,MGEE4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_16-in_M5_Max_Space_Black_PDP_Image_Position_1__en-WW.jpg?v=1772713344,active
16-inch MacBook Pro M5 Max Chip | 18-core CPU 32-core GPU | 36GB | 2TB - Space Black,MGED4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_16-in_M5_Max_Space_Black_PDP_Image_Position_1__en-WW.jpg?v=1772713344,active
16-inch MacBook Pro M5 Pro Chip | 18-core CPU 20-core GPU | 48GB | 1TB - Space Black,MGEC4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_16-in_M5_Pro_Space_Black_PDP_Image_Position_1__en-WW.jpg?v=1772713426,active
16-inch MacBook Pro M5 Pro Chip | 18-core CPU 20-core GPU | 24GB | 1TB - Space Black,MGEA4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_16-in_M5_Pro_Space_Black_PDP_Image_Position_1__en-WW.jpg?v=1772713426,active
16-inch MacBook Pro M5 Max Chip | 18-core CPU 40-core GPU | 48GB | 2TB - Silver,MGE94ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_16-in_M5_Max_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772713262,active
14-inch MacBook Pro M5 Pro Chip | 15-core CPU 16-core GPU | 24GB | 1TB - Silver,MGDN4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_14-in_M5_Pro_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772712300,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 24GB | 1TB - Sky Blue,MDVU4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_15-in_M5_Sky_Blue_PDP_Image_Position_1__en-WW.jpg?v=1772715422,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 1TB - Sky Blue,MDVT4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_15-in_M5_Sky_Blue_PDP_Image_Position_1__en-WW.jpg?v=1772715422,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 512GB - Sky Blue,MDVQ4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_15-in_M5_Sky_Blue_PDP_Image_Position_1__en-WW.jpg?v=1772715422,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 24GB | 1TB - Midnight,MDVN4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_15-in_M5_Midnight_PDP_Image_Position_1__en-WW.jpg?v=1772715473,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 1TB - Midnight,MDVK4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_15-in_M5_Midnight_PDP_Image_Position_1__en-WW.jpg?v=1772715473,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 512GB - Midnight,MDVH4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_15-in_M5_Midnight_PDP_Image_Position_1__en-WW.jpg?v=1772715473,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 24GB | 1TB - Starlight,MDVF4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Starlight_PDP_Image_Position_1__en-WW_fd04ddc4-2fbb-4491-9a79-edef61f01245.jpg?v=1772715508,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 1TB - Starlight,MDVE4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Starlight_PDP_Image_Position_1__en-WW_fd04ddc4-2fbb-4491-9a79-edef61f01245.jpg?v=1772715508,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 512GB - Starlight,MDVD4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Starlight_PDP_Image_Position_1__en-WW_fd04ddc4-2fbb-4491-9a79-edef61f01245.jpg?v=1772715508,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 24GB | 1TB - Silver,MDVC4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_15-in_M5_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772715452,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 1TB - Silver,MDVA4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_15-in_M5_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772715452,active
15-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 512GB - Silver,MDV94ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_15-in_M5_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772715452,active
13-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 24GB | 1TB - Sky Blue,MDHK4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Sky_Blue_PDP_Image_Position_1__en-WW.jpg?v=1772714795,active
13-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 1TB - Sky Blue,MDHJ4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Sky_Blue_PDP_Image_Position_1__en-WW.jpg?v=1772714795,active
13-inch MacBook Air M5 Chip | 10-core CPU 8-core GPU | 16GB | 512GB - Sky Blue,MDHH4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Sky_Blue_PDP_Image_Position_1__en-WW.jpg?v=1772714795,active
13-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 24GB | 1TB - Midnight,MDHG4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Midnight_PDP_Image_Position_1__en-WW.jpg?v=1772714740,active
13-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 1TB - Midnight,MDHF4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Midnight_PDP_Image_Position_1__en-WW.jpg?v=1772714740,active
13-inch MacBook Air M5 Chip | 10-core CPU 8-core GPU | 16GB | 512GB - Midnight,MDHE4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Midnight_PDP_Image_Position_1__en-WW.jpg?v=1772714740,active
13-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 24GB | 1TB - Starlight,MDHD4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772714820,active
13-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 1TB - Starlight,MDHC4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772714820,active
13-inch MacBook Air M5 Chip | 10-core CPU 8-core GPU | 16GB | 512GB - Starlight,MDHA4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772714820,active
13-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 24GB | 1TB - Silver,MDH94ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772714843,active
13-inch MacBook Air M5 Chip | 10-core CPU 10-core GPU | 16GB | 1TB - Silver,MDH84ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772714843,active
13-inch MacBook Air M5 Chip | 10-core CPU 8-core GPU | 16GB | 512GB - Silver,MDH74ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Air_13-in_M5_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772714843,active
14-inch MacBook Pro M5 Pro Chip | 15-core CPU 16-core GPU | 24GB | 2TB - Space Black,MJLW4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_14-in_M5_Pro_Space_Black_PDP_Image_Position_1__en-WW.jpg?v=1772712468,active
14-inch MacBook Pro M5 Pro Chip | 15-core CPU 16-core GPU | 24GB | 2TB - Silver,MJLV4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_14-in_M5_Pro_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772712300,active
14-inch MacBook Pro M5 Chip | 10-core CPU 10-core GPU | 32GB | 1TB - Silver,MJ3E4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_14-in_M5_Pro_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772712300,active
14-inch MacBook Pro M5 Chip | 10-core CPU 10-core GPU | 32GB | 1TB - Space Black,MJ3D4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_14-in_M5_Pro_Space_Black_PDP_Image_Position_1__en-WW.jpg?v=1772712468,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 1TB Starlight,MH9U4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772628566,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 1TB Blue,MH9T4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Blue_PDP_Image_Position_1__en-WW.jpg?v=1772628665,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 1TB Space Grey,MH9R4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Space_Gray_PDP_Image_Position_1__en-WW.jpg?v=1772628719,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 512GB Purple,MH9Q4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Purple_PDP_Image_Position_1__en-WW.jpg?v=1772628512,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 512GB Starlight,MH9P4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772628566,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 512GB Blue,MH9N4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Blue_PDP_Image_Position_1__en-WW.jpg?v=1772628665,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 512GB Space Grey,MH9M4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Space_Gray_PDP_Image_Position_1__en-WW.jpg?v=1772628719,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 256GB Purple,MH9L4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Purple_PDP_Image_Position_1__en-WW.jpg?v=1772628512,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 256GB Starlight,MH9K4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772628566,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 256GB Blue,MH9J4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Blue_PDP_Image_Position_1__en-WW.jpg?v=1772628665,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 256GB Space Grey,MH9H4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Space_Gray_PDP_Image_Position_1__en-WW.jpg?v=1772628719,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 128GB Purple,MH9G4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Purple_PDP_Image_Position_1__en-WW.jpg?v=1772628512,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 128GB Starlight,MH9F4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772628566,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 128GB Blue,MH9E4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Blue_PDP_Image_Position_1__en-WW.jpg?v=1772628665,active
iPad Air 13-inch M4 | Wi-Fi + Cellular 128GB Space Grey,MH9D4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Space_Gray_PDP_Image_Position_1__en-WW.jpg?v=1772628719,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 1TB Purple,MH7Q4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Purple_PDP_Image_Position_1__en-WW.jpg?v=1772627577,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 1TB Starlight,MH7P4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772627760,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 1TB Blue,MH7N4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Blue_PDP_Image_Position_1__en-WW_6f8aedf4-f8bd-48ac-8115-b9d219ad2b3f.jpg?v=1772627811,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 512GB Purple,MH7L4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Purple_PDP_Image_Position_1__en-WW.jpg?v=1772627577,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 512GB Starlight,MH7K4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772627760,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 512GB Blue,MH7J4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Blue_PDP_Image_Position_1__en-WW_6f8aedf4-f8bd-48ac-8115-b9d219ad2b3f.jpg?v=1772627811,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 256GB Purple,MH7G4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Purple_PDP_Image_Position_1__en-WW.jpg?v=1772627577,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 256GB Starlight,MH7F4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772627760,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 256GB Blue,MH7E4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Blue_PDP_Image_Position_1__en-WW_6f8aedf4-f8bd-48ac-8115-b9d219ad2b3f.jpg?v=1772627811,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 128GB Purple,MH7C4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Purple_PDP_Image_Position_1__en-WW.jpg?v=1772627577,active
16-inch MacBook Pro M5 Max Chip | 18-core CPU 32-core GPU | 36GB | 2TB - Silver,MGE74ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_16-in_M5_Max_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772713262,active
16-inch MacBook Pro M5 Pro Chip | 18-core CPU 20-core GPU | 48GB | 1TB - Silver,MGE64ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_16-in_M5_Pro_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772713376,active
16-inch MacBook Pro M5 Pro Chip | 18-core CPU 20-core GPU | 24GB | 1TB - Silver,MGE44ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_16-in_M5_Pro_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772713376,active
14-inch MacBook Pro M5 Max Chip | 18-core CPU 32-core GPU | 36GB | 2TB - Space Black,MGDU4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_14-in_M5_Max_Space_Black_PDP_Image_Position_1__en-WW.jpg?v=1772712669,active
14-inch MacBook Pro M5 Pro Chip | 18-core CPU 20-core GPU | 24GB | 2TB - Space Black,MGDT4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_14-in_M5_Pro_Space_Black_PDP_Image_Position_1__en-WW.jpg?v=1772712468,active
14-inch MacBook Pro M5 Pro Chip | 15-core CPU 16-core GPU | 24GB | 1TB - Space Black,MGDR4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_14-in_M5_Pro_Space_Black_PDP_Image_Position_1__en-WW.jpg?v=1772712468,active
14-inch MacBook Pro M5 Max Chip | 18-core CPU 32-core GPU | 36GB | 2TB - Silver,MGDQ4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_14-in_M5_Max_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772712389,active
14-inch MacBook Pro M5 Pro Chip | 18-core CPU 20-core GPU | 24GB | 2TB - Silver,MGDP4ZE/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/MacBook_Pro_14-in_M5_Pro_Silver_PDP_Image_Position_1__en-WW.jpg?v=1772712300,active
iPad Air 13-inch M4 | Wi-Fi - 1TB Purple,MHDK4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Purple_PDP_Image_Position_1__en-WW.jpg?v=1772628512,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 1TB Space Grey,MH7M4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Space_Gray_PDP_Image_Position_1__en-WW.jpg?v=1772627686,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 128GB Starlight,MH7A4QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772627760,active
iPad Air 11-inch M4 | Wi-Fi + Cellular 128GB Blue,MH794QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_11-in_M4_Wifi_Blue_PDP_Image_Position_1__en-WW_6f8aedf4-f8bd-48ac-8115-b9d219ad2b3f.jpg?v=1772627811,active
iPad Air 13-inch M4 | Wi-Fi - 1TB Starlight,MH654QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Starlight_PDP_Image_Position_1__en-WW.jpg?v=1772628566,active
iPad Air 13-inch M4 | Wi-Fi - 1TB Blue,MH644QA/A,https://cdn.shopify.com/s/files/1/0571/8340/4192/files/iPad_Air_13-in_M4_Wifi_Blue_PDP_Image_Position_1__en-WW.jpg?v=1772628665,active
